Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission,Combined
overweight,male,pescatarian,less frequently,natural gas,public,,never,162,very frequently,672,small,6,0,49,18,Yes,['Paper'],['Microwave'],3272,public
normal,male,pescatarian,twice a day,coal,walk/bicycle,,never,67,never,84,large,2,9,11,19,No,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",1335,walk/bicycle
underweight,female,vegetarian,less frequently,electricity,private,diesel,often,56,very frequently,5738,medium,3,2,37,4,Yes,['Paper'],['Microwave'],3164,private - diesel
normal,female,vegetarian,twice a day,coal,walk/bicycle,,often,151,frequently,5,extra large,4,13,26,11,No,"['Paper', 'Plastic']",['Stove'],2122,walk/bicycle
normal,male,vegan,daily,wood,private,petrol,sometimes,225,never,1019,extra large,7,9,6,23,Yes,"['Plastic', 'Glass']",[],2106,private - petrol
overweight,male,pescatarian,less frequently,wood,private,petrol,often,52,rarely,9117,large,7,9,17,13,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",5258,private - petrol
normal,female,pescatarian,daily,wood,walk/bicycle,,sometimes,183,very frequently,98,medium,5,18,9,21,Yes,['Metal'],['Microwave'],2263,walk/bicycle
obese,female,pescatarian,less frequently,natural gas,private,hybrid,sometimes,109,never,5984,small,5,6,15,3,Yes,['Paper'],['Stove'],1965,private - hybrid
normal,female,pescatarian,more frequently,wood,private,lpg,often,175,rarely,8203,large,1,9,49,2,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",3317,private - lpg
obese,female,vegetarian,daily,coal,walk/bicycle,,never,52,very frequently,43,medium,4,11,5,6,Sometimes,"['Paper', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2372,walk/bicycle
obese,male,omnivore,more frequently,wood,private,lpg,never,208,very frequently,1375,large,3,14,34,11,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave']",3892,private - lpg
overweight,female,vegetarian,less frequently,wood,private,diesel,often,124,never,1632,small,7,22,3,6,Yes,"['Glass', 'Metal']",['Oven'],1256,private - diesel
underweight,male,vegetarian,less frequently,coal,public,,never,192,very frequently,1509,large,2,22,0,4,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",2208,public
obese,male,vegan,daily,coal,public,,often,221,rarely,1718,small,5,14,26,14,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2176,public
normal,male,omnivore,daily,natural gas,walk/bicycle,,often,181,frequently,41,large,3,22,41,6,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2390,walk/bicycle
normal,male,vegan,daily,coal,private,electric,often,140,very frequently,2496,large,1,2,44,17,Yes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2773,private - electric
underweight,male,omnivore,twice a day,natural gas,private,petrol,often,299,rarely,846,medium,6,19,10,3,Yes,['Plastic'],"['Microwave', 'Grill', 'Airfryer']",2191,private - petrol
obese,male,vegan,daily,coal,public,,never,62,frequently,1151,small,2,12,20,0,Yes,"['Plastic', 'Glass']","['Stove', 'Microwave']",1888,public
obese,male,vegetarian,more frequently,electricity,walk/bicycle,,often,122,rarely,31,large,4,3,48,9,Sometimes,['Plastic'],"['Stove', 'Microwave']",2338,walk/bicycle
obese,female,omnivore,less frequently,coal,private,diesel,sometimes,284,rarely,1765,small,2,4,46,20,Sometimes,['Metal'],"['Stove', 'Oven', 'Microwave']",2688,private - diesel
overweight,male,omnivore,less frequently,wood,public,,often,51,very frequently,911,extra large,7,18,38,20,No,['Glass'],"['Stove', 'Oven']",4049,public
normal,female,pescatarian,more frequently,coal,walk/bicycle,,never,259,very frequently,61,extra large,5,18,31,2,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2742,walk/bicycle
underweight,female,omnivore,less frequently,coal,private,electric,often,65,never,4256,extra large,1,24,18,3,Yes,"['Paper', 'Glass', 'Metal']","['Grill', 'Airfryer']",846,private - electric
underweight,female,omnivore,less frequently,electricity,private,electric,never,144,never,1382,medium,3,5,22,24,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",735,private - electric
overweight,female,omnivore,less frequently,natural gas,public,,never,95,very frequently,1149,large,2,10,46,24,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2756,public
underweight,male,pescatarian,twice a day,electricity,public,,never,280,rarely,137,medium,5,18,14,22,Sometimes,"['Paper', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1219,public
obese,male,pescatarian,more frequently,natural gas,public,,often,53,frequently,1830,extra large,1,20,22,7,Yes,"['Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",2093,public
underweight,male,pescatarian,daily,wood,private,hybrid,often,188,never,2810,medium,6,8,42,4,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",[],1850,private - hybrid
normal,male,vegan,less frequently,electricity,private,lpg,sometimes,240,frequently,5162,extra large,1,12,42,3,Sometimes,"['Plastic', 'Glass']","['Stove', 'Microwave']",3110,private - lpg
obese,female,vegan,less frequently,electricity,public,,sometimes,283,never,658,extra large,1,7,50,10,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",1197,public
obese,female,vegetarian,less frequently,electricity,public,,often,223,never,1121,small,2,22,4,21,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",691,public
overweight,female,vegetarian,less frequently,electricity,walk/bicycle,,often,187,very frequently,74,small,6,19,22,11,No,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",2308,walk/bicycle
normal,male,vegetarian,more frequently,wood,private,diesel,often,255,rarely,1273,large,2,18,38,24,Yes,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2191,private - diesel
overweight,male,omnivore,less frequently,coal,private,lpg,sometimes,139,never,7757,large,5,22,35,0,No,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove'],4186,private - lpg
underweight,male,omnivore,less frequently,electricity,private,hybrid,sometimes,154,very frequently,9772,medium,2,2,7,18,No,"['Plastic', 'Metal']",['Stove'],3649,private - hybrid
overweight,female,omnivore,more frequently,wood,private,electric,often,237,never,8400,large,3,3,16,17,Yes,"['Paper', 'Plastic']","['Stove', 'Oven']",1467,private - electric
overweight,female,vegetarian,more frequently,coal,public,,never,135,very frequently,652,large,1,7,17,11,Yes,['Plastic'],"['Oven', 'Grill', 'Airfryer']",2374,public
overweight,male,vegan,twice a day,coal,public,,never,94,rarely,1430,large,4,15,5,11,Sometimes,['Metal'],"['Oven', 'Microwave']",1616,public
obese,male,vegan,daily,natural gas,private,electric,sometimes,225,never,5955,medium,1,12,48,0,Yes,['Plastic'],['Oven'],1644,private - electric
normal,male,pescatarian,twice a day,coal,walk/bicycle,,often,87,rarely,42,extra large,7,9,42,20,Yes,"['Glass', 'Metal']","['Oven', 'Microwave']",2636,walk/bicycle
obese,male,vegan,more frequently,wood,public,,sometimes,54,never,1159,small,1,15,32,2,Yes,"['Plastic', 'Glass', 'Metal']",['Stove'],1127,public
obese,male,vegan,more frequently,electricity,private,diesel,sometimes,216,very frequently,944,medium,3,16,6,6,Yes,"['Paper', 'Plastic', 'Metal']",['Oven'],2525,private - diesel
normal,male,omnivore,more frequently,natural gas,private,diesel,sometimes,93,rarely,8932,extra large,7,13,33,12,No,"['Paper', 'Metal']",[],4440,private - diesel
underweight,male,vegan,less frequently,wood,private,petrol,often,290,rarely,5507,small,7,3,22,4,Sometimes,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",3598,private - petrol
overweight,male,vegan,daily,electricity,public,,never,154,rarely,404,large,6,20,12,0,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",1141,public
overweight,female,vegetarian,more frequently,electricity,public,,never,258,frequently,165,extra large,7,11,18,19,Sometimes,['Glass'],"['Oven', 'Microwave']",2343,public
underweight,female,vegan,less frequently,electricity,walk/bicycle,,often,196,frequently,8,extra large,2,16,19,3,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1279,walk/bicycle
underweight,female,omnivore,daily,natural gas,walk/bicycle,,often,87,rarely,89,extra large,2,2,28,8,Sometimes,['Plastic'],"['Stove', 'Microwave']",1279,walk/bicycle
overweight,male,pescatarian,less frequently,coal,public,,often,207,frequently,1891,medium,2,14,47,20,No,['Paper'],[],2908,public
obese,male,pescatarian,more frequently,natural gas,public,,never,178,never,1281,large,7,1,26,20,No,"['Paper', 'Glass', 'Metal']",[],1981,public
underweight,female,vegan,daily,coal,walk/bicycle,,sometimes,194,very frequently,29,extra large,6,4,11,4,Yes,"['Paper', 'Plastic', 'Metal']","['Grill', 'Airfryer']",2242,walk/bicycle
underweight,male,pescatarian,more frequently,natural gas,public,,often,236,rarely,1190,large,7,20,38,10,Yes,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2434,public
normal,male,vegetarian,less frequently,coal,walk/bicycle,,sometimes,269,very frequently,0,extra large,6,4,19,3,No,"['Glass', 'Metal']","['Grill', 'Airfryer']",3220,walk/bicycle
normal,male,vegan,twice a day,natural gas,public,,often,89,never,862,extra large,2,6,12,20,No,"['Paper', 'Glass']",[],1160,public
obese,female,vegan,twice a day,electricity,private,petrol,often,144,never,2898,large,3,0,40,4,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2432,private - petrol
normal,male,vegetarian,twice a day,natural gas,public,,never,233,very frequently,7,large,2,21,45,10,Yes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",2931,public
overweight,male,pescatarian,less frequently,coal,walk/bicycle,,never,208,rarely,34,large,3,17,14,7,Sometimes,"['Glass', 'Metal']",['Oven'],1588,walk/bicycle
underweight,male,omnivore,more frequently,electricity,public,,sometimes,90,very frequently,568,medium,4,8,23,6,No,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",2236,public
normal,male,pescatarian,daily,wood,private,electric,sometimes,99,never,5480,extra large,1,17,49,2,Yes,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1231,private - electric
underweight,female,vegetarian,less frequently,electricity,private,electric,sometimes,246,very frequently,7408,medium,1,22,44,2,No,"['Paper', 'Metal']","['Grill', 'Airfryer']",1913,private - electric
obese,female,vegan,more frequently,coal,private,hybrid,often,158,rarely,4980,medium,3,2,47,3,Yes,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",2890,private - hybrid
underweight,male,omnivore,less frequently,electricity,public,,never,190,never,1342,medium,3,5,43,7,Yes,"['Paper', 'Plastic', 'Metal']",[],1071,public
overweight,male,omnivore,more frequently,electricity,public,,often,133,never,1133,small,6,8,36,6,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1428,public
underweight,female,pescatarian,less frequently,electricity,private,petrol,sometimes,222,rarely,3946,large,6,21,0,21,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2278,private - petrol
obese,male,vegan,more frequently,coal,walk/bicycle,,sometimes,176,rarely,24,extra large,4,4,50,23,Yes,"['Paper', 'Glass']",['Microwave'],2610,walk/bicycle
normal,female,pescatarian,more frequently,wood,private,diesel,often,82,very frequently,4382,medium,2,18,32,14,Sometimes,"['Paper', 'Metal']","['Stove', 'Oven']",3292,private - diesel
overweight,female,vegan,twice a day,coal,private,diesel,sometimes,295,rarely,6895,extra large,1,24,46,23,Yes,"['Paper', 'Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",3566,private - diesel
obese,female,vegetarian,less frequently,natural gas,walk/bicycle,,never,101,rarely,42,medium,4,5,20,4,Yes,['Plastic'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",1330,walk/bicycle
underweight,female,vegetarian,more frequently,electricity,private,petrol,sometimes,166,very frequently,3711,small,2,0,20,0,Sometimes,['Plastic'],['Stove'],2831,private - petrol
underweight,female,pescatarian,more frequently,wood,private,hybrid,often,193,never,3538,small,3,3,21,4,Yes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']",1452,private - hybrid
obese,female,omnivore,more frequently,electricity,walk/bicycle,,sometimes,193,never,58,extra large,6,17,31,23,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1843,walk/bicycle
obese,male,vegetarian,more frequently,electricity,private,lpg,never,194,rarely,7876,medium,6,8,31,2,No,[],"['Stove', 'Grill', 'Airfryer']",4707,private - lpg
normal,male,pescatarian,more frequently,electricity,public,,never,253,very frequently,326,small,5,4,45,18,Yes,"['Glass', 'Metal']","['Grill', 'Airfryer']",2604,public
obese,male,pescatarian,more frequently,natural gas,public,,often,128,very frequently,1706,extra large,2,23,24,8,Sometimes,"['Plastic', 'Metal']","['Oven', 'Microwave']",3308,public
normal,female,pescatarian,twice a day,wood,public,,sometimes,125,never,241,extra large,1,15,32,8,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",1103,public
overweight,male,vegan,twice a day,electricity,walk/bicycle,,sometimes,68,very frequently,94,small,2,19,47,11,Sometimes,"['Paper', 'Metal']",['Microwave'],2438,walk/bicycle
normal,female,vegetarian,daily,natural gas,private,hybrid,never,57,frequently,2380,large,3,16,21,23,Yes,"['Plastic', 'Glass']","['Stove', 'Microwave']",1968,private - hybrid
overweight,female,vegetarian,daily,electricity,private,petrol,sometimes,147,very frequently,4095,small,2,6,24,19,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3497,private - petrol
overweight,male,vegan,daily,wood,private,hybrid,sometimes,295,very frequently,5981,extra large,7,1,15,19,Yes,[],[],4529,private - hybrid
overweight,female,pescatarian,less frequently,natural gas,private,electric,sometimes,122,never,2130,extra large,3,0,7,6,Yes,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",993,private - electric
underweight,female,omnivore,more frequently,wood,walk/bicycle,,never,251,rarely,92,extra large,4,21,50,7,Sometimes,['Metal'],"['Stove', 'Oven', 'Microwave']",1906,walk/bicycle
obese,female,pescatarian,daily,electricity,walk/bicycle,,never,260,rarely,68,large,4,24,29,21,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",1295,walk/bicycle
overweight,female,pescatarian,twice a day,coal,private,lpg,never,212,never,6042,large,3,9,4,17,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",2604,private - lpg
normal,male,omnivore,more frequently,coal,private,electric,often,209,very frequently,3550,large,5,7,32,12,No,['Metal'],"['Stove', 'Microwave']",3389,private - electric
obese,female,omnivore,twice a day,electricity,walk/bicycle,,often,84,rarely,76,small,3,11,20,3,Sometimes,['Metal'],['Microwave'],1116,walk/bicycle
underweight,female,vegetarian,daily,coal,private,petrol,never,96,rarely,3631,medium,4,3,21,22,Sometimes,['Glass'],"['Stove', 'Oven']",2474,private - petrol
normal,male,vegetarian,more frequently,natural gas,walk/bicycle,,sometimes,113,rarely,77,large,4,9,28,15,No,"['Paper', 'Plastic']","['Grill', 'Airfryer']",1586,walk/bicycle
normal,male,omnivore,daily,natural gas,public,,sometimes,207,rarely,1064,extra large,4,15,39,2,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']",1954,public
overweight,male,vegetarian,more frequently,electricity,private,diesel,never,179,rarely,4619,large,6,11,43,1,No,['Glass'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3509,private - diesel
normal,male,omnivore,daily,electricity,private,diesel,sometimes,240,frequently,3228,large,1,23,3,24,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2343,private - diesel
obese,male,omnivore,less frequently,wood,public,,sometimes,76,frequently,1424,extra large,2,11,33,6,No,"['Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",2389,public
overweight,male,vegetarian,daily,coal,public,,sometimes,268,rarely,630,medium,2,2,4,0,Yes,['Plastic'],"['Stove', 'Oven']",1510,public
obese,male,pescatarian,more frequently,coal,private,lpg,often,144,frequently,6547,large,4,11,47,17,Yes,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",5572,private - lpg
overweight,female,pescatarian,daily,coal,private,electric,sometimes,149,frequently,5334,small,2,5,42,14,Sometimes,['Plastic'],['Microwave'],2127,private - electric
underweight,female,pescatarian,daily,coal,private,electric,sometimes,85,frequently,6917,large,7,16,26,14,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2077,private - electric
obese,male,vegetarian,twice a day,natural gas,public,,sometimes,280,very frequently,651,small,1,24,45,2,Yes,"['Paper', 'Metal']","['Stove', 'Oven']",3170,public
overweight,male,vegan,twice a day,electricity,walk/bicycle,,often,147,never,20,medium,4,13,17,16,No,"['Paper', 'Glass']","['Oven', 'Microwave']",1096,walk/bicycle
normal,female,vegan,less frequently,coal,public,,often,202,frequently,1393,medium,3,17,5,14,No,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1650,public
overweight,female,vegetarian,daily,electricity,public,,never,223,very frequently,1062,extra large,1,12,34,24,Sometimes,"['Paper', 'Plastic', 'Glass']",['Microwave'],2132,public
underweight,male,pescatarian,less frequently,wood,private,hybrid,never,70,frequently,8370,extra large,5,22,14,21,Yes,"['Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",3388,private - hybrid
underweight,female,vegan,twice a day,wood,private,hybrid,often,201,rarely,7898,extra large,6,21,24,16,Sometimes,"['Paper', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2829,private - hybrid
obese,male,omnivore,less frequently,wood,public,,never,292,never,1010,medium,3,0,36,14,No,"['Paper', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1989,public
underweight,female,vegetarian,more frequently,wood,walk/bicycle,,often,60,frequently,66,small,3,6,41,21,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1617,walk/bicycle
overweight,female,vegan,daily,wood,walk/bicycle,,often,74,very frequently,65,large,2,0,29,14,Sometimes,['Metal'],"['Oven', 'Microwave']",2470,walk/bicycle
normal,male,omnivore,more frequently,natural gas,public,,sometimes,59,frequently,881,small,6,11,48,11,Yes,"['Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",2225,public
